active_networks,collateral,delegated_stake,delegator_type,label,opted_in_operators,slasher_type,tvl,utilization,vault,whitelisted
1,BARD,1433016.7596428562,NetworkRestakeDelegator,Mellow,1,VetoSlasher,0,Infinity,0x34beb65e41f6f0a36275fe85f4f4574ce9237231,True
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x48bef6ab76e31737d94cf7b3b1dba52eddee1cad,True
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x383038bd10e40ea3aa4308f3cfb53420eb8ca7bf,True
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xf890434a395e3978622ac0ae1412934befeb09ff,True
0,ENA,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x4d30c530b32736d4d7cfda51b13b8b41713c589f,False
0,0xdfcab55563345ed11616a377a6ba6189f2b57d4c,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x0e63bf8cb140be60cb13dfa662307e0231062a8c,True
0,wstETH,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x06f7b4e247e6a8cfb5ce11a8d85006b9714dab25,False
0,wstUSR,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xac52b59fafe8170826e61ce5992510385a930a86,False
0,wstETH,0,OperatorNetworkSpecificDelegator,Public,0,VetoSlasher,0,NaN,0x786cbf5f2e888b8c2afccf203cbe58c696529400,True
0,LBTCv,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x84a688835957b82d5e2cddacf7380407417a2a26,True
0,tBTC,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x4c494435544c7bf39b62ab2af211eaf4a76f7373,True
0,TANSSI,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x3615eea37616802c9ba4697e78de5ce83defa32e,False
0,0xf85932ace734e3cf04b5c2a6cb7b10f44014ecb9,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x13aebe2c8c903493b7dc575a683992752de6b4bc,True
0,ETHFI,0,FullRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x6f7f86dd29c3746b740e82cd24e780c31267ed22,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x3a6c3dcb738bc3f5b15370e481725362b38715be,False
0,sUSDe,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x84e03c3b6992bee872ae70a2c2e6477935f9bcac,False
0,0xe39b5f5638a209c1a6b6cdffe5d37f7ac99fcc84,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x0a74645c4f8f33fd62b89e45797df55140850061,False
0,WBTC,0,NetworkRestakeDelegator,Public,2,VetoSlasher,0,NaN,0xe527089636241ea8d6915eb67a9f68bd8bbf67c6,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x693f99dced615087eab28d95b1d471cc60843a67,True
0,0x0d703b6ceb76d111a7c17e24a766e3a9cae4babe,0,OperatorSpecificDelegator,Public,0,VetoSlasher,0,NaN,0x2dd22f3919b4044562c08c49641a77494271cc24,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x2084831f4d61d175ebdff03555ea8dbad7e2c771,True
0,0xc10c27afcb915439c27cae54f5f46da48cd71190,0,NetworkRestakeDelegator,Other,0,None,0,NaN,0x3bbc8b8bb3b1b6a96466cb291adc528022f76b8c,False
0,wstETH,0,FullRestakeDelegator,Public,1,VetoSlasher,0,NaN,0xfc66351c1e8923acaafc0643c5f5a63cd69811d5,True
0,0xc329400492c6ff2438472d4651ad17389fcb843a,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x416986c8a2d6f10d154e7e8e9374b176bb87d7f6,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x5b1885dcb66a6ec926ae12ec0e4215e99e3ce9bf,True
0,lvlwaUSDT,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x3219efb6aba93c74fc7795ebe4222d75a0fb644f,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x43b05272f9d1ba626b56806c19c265a031b88d9c,True
3,wstETH,0,NetworkRestakeDelegator,Public,1,VetoSlasher,0,NaN,0x18629ae0c7d4acb29f05511f21394daf70413b92,True
0,ETHFI,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0xddbcd08ad5e90984e5bdc65320f7857b589555cb,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x87d9c00b21bac2fd9e5a81e8b96a1268e74f9be2,True
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xc1f35a2fa20499064c635893c39aa56aa72146c9,True
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x08144d10f6aaa152ea88a99072a659e339d6152f,True
0,USDT,0,FullRestakeDelegator,Public,0,None,0,NaN,0x699bdd044a72931688fd433996c4232b774b6f31,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xf582e66befbde57a1ffac6d8bf73017637803ef9,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xc323bfde0f85086b38a22ec9fd20d2e79a30e6f9,True
0,wstETH,0,OperatorSpecificDelegator,Public,0,VetoSlasher,0,NaN,0xfab8c5483a829f8d92c7e5ecbac586b07c1243da,False
0,USDT,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x58bd2067b0c642aa608c1603bbd5b9e6333262db,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x11b3f2b92c6833fc7e68606d09c9bcbaf53b1643,False
0,0x7670d08147d345f19a00edc02d2399531b6ef91d,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xe5b076eca94b542b45e3a082f72ba214aa5eb61e,True
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x2c718d47942a65597dff11a7b81b2b0ed00a134b,False
0,0xf3a1c44d1825fb49d633f681cb2b4e7de2e071d4,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x7562995263b742c430fe835dd32d41eefcd918d9,True
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x683af4b919a506fa1ee298f235bd92074c9126b2,True
0,0xf94473bf6ef648638a7b1eeef354fe440721ef41,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0xa9147782eb5732039b0cf270e7b98f27b6ecd876,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xbbc0e9e8cfaeb77dc9bdb5c51567ff38c43727b7,False
0,ENA,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0xb9797a2f58151aeea02886f593bbdcea0a388d91,False
0,wstETH,0,OperatorSpecificDelegator,Public,0,VetoSlasher,0,NaN,0xe7f400e2ce010260f02568fc2521109603779a79,False
0,ENA,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x6089e65fb33abcb0a5abf0ff49b7d74acb016cb6,False
0,wstETH,0,OperatorNetworkSpecificDelegator,Public,0,VetoSlasher,0,NaN,0xfad1e635fec21813df895a85fc674f880eabb073,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x125ac2dcf6911908ce48e41fd6d21ab3f891d8f4,False
0,wstETH,0,FullRestakeDelegator,Public,0,None,0,NaN,0x9d9c57ae5dc7a8fcf71062a5d155216a170a7a4a,False
0,0x67f6128d83d63d40f7bc1aba64fd01582366fd50,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x15fac7b5afb7909c9c2ec7f2c2e1b663c3c2543a,False
1,wstETH,0,OperatorNetworkSpecificDelegator,Public,1,VetoSlasher,0,NaN,0x047142515233136d6e3c308ab3339f0e95ce0465,False
0,sUSDe,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x505a76d91c3b25d0f253bfda90c2f9a2f00682f7,False
0,sfrxUSD,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xc953c0e0df4947b9e3a7e034d7c27af65d2626a4,False
0,0xfe0ccc9942e98c963fe6b4e5194eb6e3baa4cb64,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xb58ed97404f2dea576698937a7ad884338cd8f71,True
0,HYPER,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x65202ee31e761e81287984975daeaf3245478220,False
0,SPK,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x4ca0447b63cdf07b95e69fafefc62b9115eb9a7a,False
0,WBTC,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xc9932e91858e0fc801958d16a990e4fd812aec21,True
0,SIS,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xf344a1025080b0168b014009d0769348c5ad6a2f,True
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x308781da38be867ec435d32b3156e0dc5348db51,True
0,MANTA,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0xbc0a9555b0bb11358b21fd937b0e4d5a36fe94b4,False
0,sUSDe,0,NetworkRestakeDelegator,Public,7,VetoSlasher,0,NaN,0x3ca7d72637fb8a5761ad75fbda248e007800d75a,False
0,LsETH,0,NetworkRestakeDelegator,Public,1,VetoSlasher,0,NaN,0x4360ff56323cb53470937824bea0ddeaf63e4432,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xa3e1ab575eb40b1aa5f2cc9a1b276c2ee0fdffa5,True
0,WBTC,0,OperatorNetworkSpecificDelegator,Public,0,VetoSlasher,0,NaN,0xda4f8e1cf7f37cbb05007c6a25e393ef0b061b24,False
0,ETHFI,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x3037eeca9f466bfcdcef664a7b82d158601c91bf,False
0,stETH,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x53418fcfc030d534eb1163f9fa838599e4fc2393,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x92c8aee46534fbb88b70a54298763f22b458ba9d,True
0,0x19d0d8e6294b7a04a2733fe433444704b791939a,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0xad6b0b2ff61501743474342b0c721a49d436063c,False
0,0x19d0d8e6294b7a04a2733fe433444704b791939a,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0xeec524091aba54feed5d714fa39c1989ee9a382d,False
0,ENA,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x03cc35c195a7fe7a12250ecddb5a302705e67b58,False
0,wstETH,0,OperatorSpecificDelegator,Public,2,VetoSlasher,0,NaN,0xa571457aed031ec84fc2c7fc8bf2f0370db871ad,False
0,wstETH,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0xd67b219bc2e9a7b852bd2aa9ffa07376d196db19,False
0,cbBTC,0,NetworkRestakeDelegator,Public,1,VetoSlasher,0,NaN,0x9d48dba019241883aca0029cabb28776999e7a6b,False
0,0xf94473bf6ef648638a7b1eeef354fe440721ef41,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x267e7ed996fb8f24ce6acf77ba186dab2097f784,False
0,sfrxETH,0,NetworkRestakeDelegator,Public,5,VetoSlasher,0,NaN,0x945d97354fae3c609f27a1d6c6608a98d42563ed,False
0,SIS,0,NetworkRestakeDelegator,Public,0,VetoSlasher,0,NaN,0x8a6084a5c0738918dc9fd0aa051a2381faf540ed,True
0,WETH,0,OperatorSpecificDelegator,Public,0,VetoSlasher,0,NaN,0x3bff6273b7f4b8d9e4522201b83c7e12d4771c2c,False
0,0xc329400492c6ff2438472d4651ad17389fcb843a,0,FullRestakeDelegator,Public,0,None,0,NaN,0x0ef03f7196b8876dba1b541b84ce2250457efb61,False
0,VERGE,0,NetworkRestakeDelegator,Public,0,None,0,NaN,0x951961189ed50d4e0ab644e95e530c538a2b5c51,False
0,0x0d703b6ceb76d111a7c17e24a766e3a9cae4babe,0,OperatorSpecificDelegator,Public,0,VetoSlasher,0,NaN,0xcb90b220f2fed48bc9591b1f586d323761ab7922,False
2,lvlwaUSDT,0,NetworkRestakeDelegator,Public,6,VetoSlasher,0,NaN,0x9bf93077ad7bb7f43e177b6abbf8dae914761599,True
0,ETHFI,0,NetworkRestakeDelegator,Public,9,VetoSlasher,0,NaN,0x2bcfa0283c92b7845ece12ceadc521414bef1067,False
